	_1-1	_1-2	_1-3	_1-4	_1-5	_1-6	_1-7	_1-8
0	2.9739999999999895	3.7010000000000076	2.2790000000000035	1.4299999999999997	1.264000000000003	1.3970000000000056	1.475999999999999	1.4939999999999998
1	3.3730000000000047	2.7959999999999994	1.5919999999999987	1.6099999999999994	1.4030000000000058	1.8059999999999974	1.2220000000000013	1.3299999999999983
2	3.239999999999995	2.430000000000007	1.777000000000001	1.7349999999999994	1.5559999999999974	1.2250000000000014	1.8780000000000001	1.206000000000003
3	4.610000000000014	2.161999999999999	1.9170000000000016	1.4470000000000027	1.4329999999999998	1.3449999999999989	1.6510000000000034	1.2560000000000002
4	3.1189999999999998	2.653000000000006	1.7469999999999999	1.9209999999999994	1.3950000000000031	1.4269999999999996	1.2760000000000034	1.531000000000006
5	2.8759999999999977	2.1189999999999998	1.882000000000005	1.381999999999998	1.591000000000001	1.6709999999999994	1.541000000000004	1.161999999999999
6	3.158999999999999	2.179000000000002	2.358000000000004	1.4819999999999993	2.936	1.2730000000000032	1.3250000000000028	1.4050000000000011
7	3.3089999999999975	2.256999999999998	1.5999999999999943	1.7830000000000013	1.3349999999999937	1.4529999999999959	1.5330000000000013	1.196000000000005
8	2.817	2.195999999999998	1.9789999999999992	1.4350000000000023	1.8589999999999947	1.350999999999999	1.3879999999999981	1.3860000000000028
9	2.826999999999998	3.2070000000000007	1.7700000000000031	1.5960000000000036	1.3799999999999955	1.6379999999999981	1.2950000000000017	1.4209999999999994
